movieId,title,genres,ratings_count,avg_rating
99,Yojimbo (1961),Action|Adventure,3559,4.211716774374825
100,Little Big Man (1970),Western,4033,3.980287627076618
101,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,13162,3.5441042394772833
102,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,1564,3.601982097186701
103,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller,2782,3.9778936017253774
104,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,4951,2.813371036154312
105,Jacob's Ladder (1990),Horror|Mystery,5005,3.6765234765234767
106,Ladyhawke (1985),Adventure|Fantasy|Romance,3747,3.5724579663730984
107,Hook (1991),Adventure|Comedy|Fantasy,8362,3.165929203539823
108,Misery (1990),Drama|Horror|Thriller,9136,3.7507114711033274
109,Highlander: Endgame (Highlander IV) (2000),Action|Adventure|Fantasy,1246,2.4542536115569824
110,"Invisible Man, The (1933)",Horror|Sci-Fi,1456,3.5762362637362637
111,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance,25090,3.903248306098047
112,Dungeons & Dragons (2000),Adventure|Fantasy,2047,2.0703468490473864
113,Snatch (2000),Comedy|Crime|Thriller,17617,4.042146790032355
114,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime,19459,3.891130068348836
115,"Evil Dead, The (1981)",Fantasy|Horror|Thriller,5128,3.6886700468018723
116,"Lost Boys, The (1987)",Comedy|Horror|Thriller,5532,3.5718546637744035
117,Masters of the Universe (1987),Action|Adventure|Fantasy|Sci-Fi,1319,2.3517816527672477
118,Memento (2000),Mystery|Thriller,30443,4.1785467923660615
119,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,31972,3.843613161516327
120,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi,6362,3.1352562087393903
121,"Adventures of Baron Munchausen, The (1988)",Adventure|Comedy|Fantasy,3377,3.608084098312111
122,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi,8420,3.364726840855107
123,"Others, The (2001)",Drama|Horror|Mystery|Thriller,10055,3.7087021382396816
124,"Wicker Man, The (1973)",Drama|Horror|Mystery|Thriller,1583,3.721415034744157
125,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,18731,4.015989536063211
126,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,17239,3.6143337780613725
127,Jabberwocky (1977),Adventure|Comedy|Fantasy,685,3.045985401459854
128,"Beastmaster, The (1982)",Action|Adventure|Fantasy,889,2.858830146231721
129,Flash Gordon (1980),Action|Adventure|Sci-Fi,1677,3.0682766845557543
130,Bill & Ted's Bogus Journey (1991),Adventure|Comedy|Fantasy|Sci-Fi,3543,2.9578041208015806
131,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy,37553,4.137925065906852
132,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",Action|Mystery|Thriller,2862,3.4715234102026553
133,Dragonslayer (1981),Action|Adventure|Fantasy,921,3.312160694896851
134,Conan the Destroyer (1984),Action|Adventure|Fantasy,1791,2.8283082077051924
135,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),Animation|Fantasy|Horror|Sci-Fi,1449,3.6494133885438234
136,"Time Machine, The (2002)",Action|Adventure|Sci-Fi,3459,2.8044232437120553
137,Clash of the Titans (1981),Action|Adventure|Fantasy|Romance,1604,3.303304239401496
138,"Ring, The (2002)",Horror|Mystery|Thriller,9518,3.4264026055894097
139,"Company of Wolves, The (1984)",Fantasy|Horror,390,3.4128205128205127
140,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy,14469,3.5795839380745043
141,"Sword and the Sorcerer, The (1982)",Action|Adventure|Fantasy,218,2.9541284403669725
142,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy,33947,4.107520546734616
143,Heavy Metal 2000 (2000),Action|Adventure|Animation|Fantasy|Sci-Fi,447,2.598434004474273
144,"Last Unicorn, The (1982)",Animation|Children|Fantasy,1077,3.638347260909935
145,Ringu (Ring) (1998),Horror|Mystery|Thriller,2561,3.618703631393987
146,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller,15573,3.6812431772940344
147,28 Days Later (2002),Action|Horror|Sci-Fi,12170,3.7524239934264587
148,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy,25257,3.8565744150136596
149,Underworld (2003),Action|Fantasy|Horror,4200,3.3235714285714284
150,Bubba Ho-tep (2002),Comedy|Horror,1949,3.5138532580810673
151,Videodrome (1983),Fantasy|Horror|Sci-Fi|Thriller,1724,3.675754060324826
152,Monty Python's The Meaning of Life (1983),Comedy,8665,3.845527986151183
153,Wilder Napalm (1993),Comedy|Fantasy|Romance,46,2.6847826086956523
154,Scary Movie 3 (2003),Comedy|Horror,2521,2.452003173343911
155,Invasion of the Body Snatchers (1978),Horror|Mystery|Sci-Fi|Thriller,1506,3.604913678618858
156,"Witches, The (1990)",Children|Fantasy,931,3.4516648764769067
157,"Witches of Eastwick, The (1987)",Comedy|Fantasy|Horror|Thriller,1911,3.1902145473574044
158,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,31577,4.14238211356367
159,Peter Pan (2003),Action|Adventure|Children|Fantasy,1218,3.4326765188834156
160,Chitty Chitty Bang Bang (1968),Adventure|Children|Comedy|Fantasy|Musical,1427,3.285914505956552
161,Dawn of the Dead (1978),Action|Drama|Horror,2980,3.807718120805369
162,One Million Years B.C. (1966),Adventure|Fantasy,186,2.7123655913978495
163,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller,18684,3.869085848854635
164,Godsend (2004),Drama|Horror|Thriller,446,2.405829596412556
165,Van Helsing (2004),Action|Adventure|Fantasy|Horror,3712,2.7964709051724137
166,Enter the Dragon (1973),Action|Crime,2821,3.7766749379652604
167,Jason and the Argonauts (1963),Action|Adventure|Fantasy,772,3.489637305699482
168,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX,13157,3.752071140837577
169,"Picture of Dorian Gray, The (1945)",Drama|Fantasy|Horror,355,3.719718309859155
170,Freaks (1932),Crime|Drama|Horror,1238,3.8012924071082392
171,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX,15712,3.551107433808554
172,Slaughterhouse-Five (1972),Comedy|Drama|Sci-Fi|War,644,3.686335403726708
173,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,19890,3.908572146807441
174,Constantine (2005),Action|Fantasy|Horror|Thriller,4247,3.3450671061926065
175,Grumpier Old Men (1995),Comedy|Romance,12735,3.1510404397330194
176,Mr. Holland's Opus (1995),Drama,19381,3.7318249832309993
177,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,12712,3.2774543738200124
178,Braveheart (1995),Action|Drama|War,53769,4.042533802004873
179,Farinelli: il castrato (1994),Drama|Musical,1076,3.386617100371747
180,Legends of the Fall (1994),Drama|Romance|War|Western,16171,3.496258734772123
181,"House of the Spirits, The (1993)",Drama|Romance,1279,3.272869429241595
182,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,59715,3.6647408523821485
183,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller,1988,2.5925553319919517
184,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,15627,4.233538107122288
185,Glory Daze (1995),Drama,114,2.8464912280701755
186,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,46839,4.004622216528961
187,Back to the Future (1985),Adventure|Comedy|Sci-Fi,41426,3.924141843286825
188,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller,3021,2.913604766633565
189,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,19324,3.664872697164148
190,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,14530,2.952821748107364
191,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,35580,3.55831928049466
192,Boogie Nights (1997),Drama,13491,3.68508635386554
193,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,11759,3.7988774555659495
194,Repo Man (1984),Comedy|Sci-Fi,6176,3.595693005181347
195,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror,2176,2.409466911764706
196,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller,2333,2.654307758251179
197,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller,1743,2.3777969018932876
198,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror,1416,2.196680790960452
199,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror,1358,2.2658321060382915
200,Friday the 13th (1980),Horror|Mystery|Thriller,3825,2.8747712418300653
201,Halloween 5: The Revenge of Michael Myers (1989),Horror,915,2.136065573770492
202,"Fly, The (1958)",Horror|Mystery|Sci-Fi,3481,3.332232117207699
203,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller,10174,3.3982209553764497
204,Airplane! (1980),Comedy,18866,3.798261422665112
205,American Beauty (1999),Comedy|Drama,44987,4.155933936470536
206,From Russia with Love (1963),Action|Adventure|Thriller,7182,3.702729044834308
207,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western,6591,3.9353664087391897
208,"War Zone, The (1999)",Drama|Thriller,318,3.602201257861635
209,Fantasia 2000 (1999),Animation|Children|Musical|IMAX,4066,3.5355386128873585
210,Any Given Sunday (1999),Drama,4078,3.1764345267287886
211,Grumpy Old Men (1993),Comedy,5588,3.3379563350035792
212,Rules of Engagement (2000),Drama|Thriller,2464,3.2915990259740258
213,28 Days (2000),Drama,4670,3.0920770877944324
214,U-571 (2000),Action|Thriller|War,6791,3.34037696951848
215,Where the Heart Is (2000),Comedy|Drama,1826,3.2855969331872945
216,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi,8756,3.6472133394243946
217,"Patriot, The (2000)",Action|Drama|War,12946,3.463347752201452
218,Hellraiser (1987),Horror,2418,3.306244830438379
219,Hellbound: Hellraiser II (1988),Horror,1246,2.918940609951846
220,Return of the Fly (1959),Horror|Sci-Fi,343,2.510204081632653
221,Voyage to the Bottom of the Sea (1961),Adventure|Sci-Fi,558,3.2804659498207887
222,Fantastic Voyage (1966),Adventure|Sci-Fi,1614,3.508364312267658
223,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror,959,3.4191866527632953
224,"Creature from the Black Lagoon, The (1954)",Adventure|Horror|Sci-Fi,1046,3.272944550669216
225,Runaway (1984),Sci-Fi|Thriller,614,2.945439739413681
226,"Time Machine, The (1960)",Action|Adventure|Sci-Fi,2869,3.699372603694667
227,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,49695,3.921239561324077
228,Powder (1995),Drama|Sci-Fi,7971,3.199849454271735
229,Congo (1995),Action|Adventure|Mystery|Sci-Fi,14965,2.6047444036084197
230,Judge Dredd (1995),Action|Crime|Sci-Fi,14993,2.5382845327819648
231,Kids (1995),Drama,4801,3.507602582795251
232,Species (1995),Horror|Sci-Fi,13628,2.8502714998532435
233,Stargate (1994),Action|Adventure|Sci-Fi,31799,3.3542249756281644
234,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,26404,3.3296280866535373
235,Dave (1993),Comedy|Romance,19297,3.603979893247655
236,Demolition Man (1993),Action|Adventure|Sci-Fi,18307,3.0436171956082374
237,"Fugitive, The (1993)",Thriller,49581,3.9856900828946573
238,Malice (1993),Thriller,3210,3.3552959501557633
239,"Puppet Masters, The (1994)",Horror|Sci-Fi,1239,2.9188861985472156
240,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,7845,3.3797323135755257
241,"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi,903,3.4335548172757475
242,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,47048,3.370961571161367
243,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,18799,2.8827065269429224
244,"Godfather, The (1972)",Crime|Drama,41355,4.364732196832306
245,Rear Window (1954),Mystery|Thriller,17449,4.271333600779414
246,It Happened One Night (1934),Comedy|Romance,4184,4.170052581261951
247,It's a Wonderful Life (1946),Drama|Fantasy|Romance,14084,4.064292814541323
248,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller,8029,3.6338273757628596
249,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller,7006,2.734656009135027
250,Swingers (1996),Comedy|Drama,9846,3.8583180987202925
251,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,28335,3.7099347097229574
252,Sleeper (1973),Comedy|Sci-Fi,6853,3.8677951262220924
253,Bonnie and Clyde (1967),Crime|Drama,9533,3.886447078569181
254,"Crying Game, The (1992)",Drama|Romance|Thriller,12348,3.6575153871072237
255,Rebel Without a Cause (1955),Drama,5951,3.8120483952276927
256,"Return of the Pink Panther, The (1975)",Comedy|Crime,5267,3.6368900702487186
257,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,17508,3.6580991546721497
258,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,8891,3.3772354065909345
259,"Grifters, The (1990)",Crime|Drama|Film-Noir,6685,3.724308152580404
260,Strictly Ballroom (1992),Comedy|Romance,7657,3.8309390100561576
261,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,32586,4.1767323390413065
262,Brazil (1985),Fantasy|Sci-Fi,13957,4.029590886293616
263,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,24694,3.995302502632218
264,Goodfellas (1990),Crime|Drama,26406,4.183632507763387
265,"Blues Brothers, The (1980)",Action|Comedy|Musical,19824,3.804782082324455
266,"Godfather: Part II, The (1974)",Crime|Drama,27398,4.275640557704942
267,Amadeus (1984),Drama,20545,4.073886590411292
268,Raging Bull (1980),Drama,9711,4.083410565338276
269,Annie Hall (1977),Comedy|Romance,15383,4.081258532145875
270,Glory (1989),Drama|War,12266,3.974523071906082
271,"Graduate, The (1967)",Comedy|Drama|Romance,17039,4.073889312753096
272,Better Off Dead... (1985),Comedy|Romance,5406,3.8414724380318166
273,Patton (1970),Drama|War,8157,4.0442564668382985
274,Cool Hand Luke (1967),Drama,11353,4.109838809125342
275,This Is Spinal Tap (1984),Comedy,16054,4.032234957020058
276,When Harry Met Sally... (1989),Comedy|Romance,21888,3.8429961622807016
277,April Fool's Day (1986),Horror,921,2.813246471226927
278,Carrie (1976),Drama|Fantasy|Horror|Thriller,8569,3.4498191154160347
279,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,10862,3.303213036273246
280,Star Trek V: The Final Frontier (1989),Action|Sci-Fi,7427,2.8346573313585566
281,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,10813,3.2465088319615276
282,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,13098,3.494617498854787
283,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,12385,3.6447719014937423
284,Mimic (1997),Horror|Sci-Fi|Thriller,3072,2.7740885416666665
285,Gattaca (1997),Drama|Sci-Fi|Thriller,18573,3.7668389597803262
286,Witness (1985),Drama|Romance|Thriller,11164,3.849292368326765
287,Starship Troopers (1997),Action|Sci-Fi,15341,3.2141320644025813
288,Titanic (1997),Drama|Romance,32238,3.3381878528444693
289,Deep Rising (1998),Action|Horror|Sci-Fi,1428,2.749299719887955
290,Sphere (1998),Sci-Fi|Thriller,5972,2.81890488948426
291,Primary Colors (1998),Comedy|Drama,3916,3.485061287027579
292,Lost in Space (1998),Action|Adventure|Sci-Fi,7463,2.5785207021305103
293,Deep Impact (1998),Drama|Sci-Fi|Thriller,11639,2.9531317123464214
294,Godzilla (1998),Action|Sci-Fi|Thriller,7373,2.3548080835480807
295,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller,11469,3.328450605981341
296,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,21103,2.957470501824385
297,Pi (1998),Drama|Sci-Fi|Thriller,9204,3.744839200347675
298,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller,4080,3.4992647058823527
299,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,19446,3.4464928520004112
300,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,19724,3.249264854998986
301,Bambi (1942),Animation|Children|Drama,7257,3.5297643654402644
302,Saving Private Ryan (1998),Action|Drama|War,37110,4.06441659929938
303,"Black Hole, The (1979)",Children|Sci-Fi,2182,2.8285976168652613
304,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,5213,3.4154037981968157
305,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi,4509,2.108671545797294
306,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,16510,2.702725620835857
307,Blue Velvet (1986),Drama|Mystery|Thriller,8875,3.831211267605634
308,Return to Oz (1985),Adventure|Children|Fantasy,1978,2.943124368048534
309,Tron (1982),Action|Adventure|Sci-Fi,10076,3.324831282254863
310,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi,3407,3.636777223363663
311,"Gods Must Be Crazy, The (1980)",Adventure|Comedy,8794,3.652831476006368
312,Simon Birch (1998),Drama,1817,3.4507429829389102
313,2010: The Year We Make Contact (1984),Sci-Fi,4143,3.3882452329230026
314,American History X (1998),Crime|Drama,23309,4.151207688017504
315,King Kong (1933),Action|Adventure|Fantasy|Horror,6627,3.5492681454655197
316,Fletch (1985),Comedy|Crime|Mystery,6298,3.4508574150523974
317,"Simple Plan, A (1998)",Crime|Drama|Thriller,6514,3.721983420325453
318,Cocoon (1985),Comedy|Sci-Fi,10666,3.2893305831614477
319,"Faculty, The (1998)",Horror|Sci-Fi,5672,2.819992947813822
320,Virus (1999),Horror|Sci-Fi,1385,2.339350180505415
321,8MM (1999),Drama|Mystery|Thriller,4087,2.9629312454122827
322,Logan's Run (1976),Action|Adventure|Sci-Fi,5054,3.440443213296399
323,Planet of the Apes (1968),Action|Drama|Sci-Fi,12702,3.620414108014486
324,Beneath the Planet of the Apes (1970),Action|Sci-Fi,2425,2.891958762886598
325,Battle for the Planet of the Apes (1973),Action|Sci-Fi,2044,2.7690802348336594
326,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,2018,2.808473736372646
327,Escape from the Planet of the Apes (1971),Action|Sci-Fi,3421,3.0200233849751537
328,Cruel Intentions (1999),Drama,8529,3.2697268143979366
329,Dead Ringers (1988),Drama|Horror|Thriller,1785,3.500840336134454
330,EDtv (1999),Comedy,3913,3.049578328648096
331,"Matrix, The (1999)",Action|Sci-Fi|Thriller,51334,4.187185880702848
332,"Out-of-Towners, The (1999)",Comedy,1471,2.628144119646499
333,Night of the Comet (1984),Comedy|Horror|Sci-Fi,1453,3.0395732966276667
334,My Science Project (1985),Adventure|Sci-Fi,1048,2.9360687022900764
335,Superman (1978),Action|Adventure|Sci-Fi,15089,3.39800516932865
336,Superman III (1983),Action|Adventure|Sci-Fi,4826,2.423746373808537
337,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,3352,2.000894988066826
338,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,13482,3.329587598279187
339,"War of the Worlds, The (1953)",Action|Drama|Sci-Fi,4827,3.611974311166356
